Imagens,Nome,Descrição,Categorias,encontrado
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/ALICATE REBITADOR 10'' 25CM FERTAK.png?raw=true,ALICATE REBITADOR 10'' 25CM FERTAK,"O alicate rebitador 10'' (25cm) da marca Fertak é uma ferramenta manual projetada para a aplicação de rebites em diversos materiais. Esse tipo de alicate é amplamente utilizado na indústria, na construção civil e em atividades de manutenção. Com um comprimento total de 25 cm, o alicate rebitador possui um tamanho adequado para oferecer alavancagem e controle durante o processo de rebitagem. A medida de 10'' corresponde a cerca de 25 centímetros. O alicate é construído com materiais de alta resistência, como aço carbono, para garantir durabilidade e capacidade de suportar a aplicação de força.",FERRAMENTAS MANUAIS,False
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/ALICATE UNIVERSAL 8"" POL CABO TRAMONTINA.png?raw=true","ALICATE UNIVERSAL 8"" POL CABO TRAMONTINA",,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/ARCO DE SERRA FIXO 12'' TRAMONTINA.png?raw=true,ARCO DE SERRA FIXO 12'' TRAMONTINA,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/CAVADEIRA ARTICULADA 1.80METROS COM CABO LIGHT TRAMONTINA.png?raw=true,CAVADEIRA ARTICULADA 1.80METROS COM CABO LIGHT TRAMONTINA,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/CHAVE COMBINADA 10MM BOCA/ESTRELA PARABONI.png?raw=true,CHAVE COMBINADA 10MM BOCA_ESTRELA PARABONI,,FERRAMENTAS MANUAIS,False
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/CHAVE FENDA 5X100MMX3/16X4"" PARABONI.png?raw=true","CHAVE FENDA 5X100MMX3_16X4"" PARABONI",,FERRAMENTAS MANUAIS,False
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/CHAVE PHILLIPS 1/4X4"" TRAMONTINA.png?raw=true","CHAVE PHILLIPS 1_4X4"" TRAMONTINA",,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/DESEMPENADEIRA LISA AÇO 12X28CM CABO PLÁSTICO FERTAK.png?raw=true,DESEMPENADEIRA LISA AÇO 12X28CM CABO PLÁSTICO FERTAK,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/DESEMPENADEIRA PLASTICA 18X30 CORRUGADA AZUL SENIOR'S.png?raw=true,DESEMPENADEIRA PLASTICA 18X30 CORRUGADA AZUL SENIOR'S,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/ENXADA LARGA 2.5'' COM CABO 1.45CM TRAMONTINA.png?raw=true,ENXADA LARGA 2.5'' COM CABO 1.45CM TRAMONTINA,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/ESQUADRO CABO PVC 10'' 25CM MOMFORT.png?raw=true,ESQUADRO CABO PVC 10'' 25CM MOMFORT,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/ESTILETE RETRÁTIL GDE TRAMONTINA.png?raw=true,ESTILETE RETRÁTIL GDE TRAMONTINA,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/FACÃO 16'' CABO PLÁSTICO TRAMONTINA.png?raw=true,FACÃO 16'' CABO PLÁSTICO TRAMONTINA,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/FOICE ROÇADEIRA COM CABO 1.20CM TRAMONTINA/COLLINS.png?raw=true,FOICE ROÇADEIRA COM CABO 1.20CM TRAMONTINA_COLLINS,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/LINHA PARA PEDREIRO 100 METROS 100MM NYLON EKILON.png?raw=true,LINHA PARA PEDREIRO 100 METROS 100MM NYLON EKILON,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/MARRETA 1.0KG COM CABO TRAMONTINA.png?raw=true,MARRETA 1.0KG COM CABO TRAMONTINA,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/MARTELO 25MM CABO MADEIRA ALMA AÇO TRAMONTINA.png?raw=true,MARTELO 25MM CABO MADEIRA ALMA AÇO TRAMONTINA,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/MARTELO DE BORRACHA 40MM BRANCO PARABONI.png?raw=true,MARTELO DE BORRACHA 40MM BRANCO PARABONI,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/NÍVEL 12'' METÁLICO ATLAS.png?raw=true,NÍVEL 12'' METÁLICO ATLAS,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/PÁ DE BICO N 3 COM CABO 71CM TRAMONTINA.png?raw=true,PÁ DE BICO N 3 COM CABO 71CM TRAMONTINA,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/PENEIRA AREIA/ARROZ ARO 55CM PVC VERMELHA/PRETA COMEP.png?raw=true,PENEIRA AREIA_ARROZ ARO 55CM PVC VERMELHA_PRETA COMEP,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/PICARETA ALVIÃO COM CABO TRAMONTINA.png?raw=true,PICARETA ALVIÃO COM CABO TRAMONTINA,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/PREGO 17X27 (2.1/2X11) COM CABEÇA.png?raw=true,PREGO 17X27 (2.1_2X11) COM CABEÇA,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/PRUMO DE CENTRO CÔNICO 400G FERTAK.png?raw=true,PRUMO DE CENTRO CÔNICO 400G FERTAK,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/PRUMO DE PAREDE 400G FERTAK.png?raw=true,PRUMO DE PAREDE 400G FERTAK,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/SERRA MANUAL BIMETAL BS 1224 STARRETT.png?raw=true,SERRA MANUAL BIMETAL BS 1224 STARRETT,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/SERROTE 18'' CABO MADEIRA FERTAK.png?raw=true,SERROTE 18'' CABO MADEIRA FERTAK,,FERRAMENTAS MANUAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS MANUAIS/TRENA 8M X 26MM COM TRAVA LUFKIN.png?raw=true,TRENA 8M X 26MM COM TRAVA LUFKIN,,FERRAMENTAS MANUAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/ADESIVO PVC 175G TIGRE.png?raw=true,ADESIVO PVC 175G TIGRE,Adesivo cola Pvc Tigre feito para juntar tubos e conexões de PVC Tigre por meio da sua ação de soldagem a frio. Fácil aplicação;,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/ADESIVO PVC 17G TIGRE.png?raw=true,ADESIVO PVC 17G TIGRE,"Adesivo cola para Pvc 17g Bisnaga Tigre feito para juntar tubos e conexões de PVC Tigre por meio da sua ação de soldagem a frio. Fácil aplicação; não necessita de um profissional, basta usar uma trincha ou o próprio bico da embalagem.",HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/CAIXA D'ÁGUA POLIETILENO 500LT FORTLEV.png?raw=true,CAIXA D'ÁGUA POLIETILENO 500LT FORTLEV,"Muito mais práticas e duráveis, as caixas d´água de polietileno Fortlev possuem superfícies internas lisas que facilitam a limpeza. Todas com exclusivo sistema de encaixe das tampas que dispensa parafusos e amarras na instalação e garante ainda mais vedação e conservação da água.Características:- Capacidade: 500 Litros;- Altura com tampa: 72cm;- Altura sem tampa: 58cm;- Diâmetro com tampa: 124cm;- Diâmetro sem tampa: 122cm;- Diâmetro da Base: 95cm.",HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/CAIXA D'AGUA POLIETILENO TANQ 5.000L FORTLEV PLUS.png?raw=true,CAIXA D'AGUA POLIETILENO TANQ 5.000L FORTLEV PLUS,"Muito mais práticas e duráveis, as caixas d´água de polietileno Fortlev possuem superfícies internas lisas que facilitam a limpeza. Todas com exclusivo sistema de encaixe das tampas que dispensa parafusos e amarras na instalação e garante ainda mais vedação e conservação da água.",HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/CAIXA DE PASSAGEM/INSPEÇÃO ESGOTO NOVA DURIN.png?raw=true,CAIXA DE PASSAGEM_INSPEÇÃO ESGOTO NOVA DURIN,"Fácil Instalação;
Tampa suporta até 200 kg;
Durabilidade, pois o material não se degrada ou oxida em contato com água/esgoto;
Fácil acabamento com o piso: formato quadrado;
Não utiliza parafusos na fixação, sistema click.",HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/CAIXA GORDURA 100MM COM TAMPA 350X350MM TIGRE.png?raw=true,CAIXA GORDURA 100MM COM TAMPA 350X350MM TIGRE,"Atendendo a especificação da norma NBR - 8160 de projetos de esgotos, a caixa de gordura da Tigre, que conta com um exclusivo cesto de limpeza que retém até 18 litros de gordura, é perfeita para sua cozinha residencial. Ela tem a função de receber o esgoto proveniente do ramal da cozinha, possui um sifão que retém a gordura dentro da caixa, impedindo que seja conduzida pela tubulação.",HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/FITA VEDA ROSCA 18MMX10MT TIGRE.png?raw=true,FITA VEDA ROSCA 18MMX10MT TIGRE,A fita Veda Rosca promove a vedação de juntas roscáveis em instalações de água fria e quente eliminando as folgas existentes entre as conexões.,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/JOELHO ESGOTO 90° 100MM FORTLEV/KRONA.png?raw=true,JOELHO ESGOTO 90° 100MM FORTLEV_KRONA,,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/JOELHO ESGOTO 90° 100MM TIGRE 26241006.png?raw=true,JOELHO ESGOTO 90° 100MM TIGRE 26241006,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/JOELHO SOLDAVEL 90 20MM FORTLEV 10130207.png?raw=true,JOELHO SOLDAVEL 90 20MM FORTLEV 10130207,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/JOELHO SOLDAVEL 90 20MM TIGRE.png?raw=true,JOELHO SOLDAVEL 90 20MM TIGRE,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/LUVA ESGOTO 100MM FORTLEV/KRONA/PLASTUBOS.png?raw=true,LUVA ESGOTO 100MM FORTLEV_KRONA_PLASTUBOS,,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/LUVA ESGOTO 100MM TIGRE.png?raw=true,LUVA ESGOTO 100MM TIGRE,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/LUVA SOLDAVEL 20MM FORTLEV/KRONA.png?raw=true,LUVA SOLDAVEL 20MM FORTLEV_KRONA,,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/LUVA SOLDAVEL. 20MM TIGRE 22170201.png?raw=true,LUVA SOLDAVEL. 20MM TIGRE 22170201,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TE ESGOTO 100X100MM FORTLEV/KRONA.png?raw=true,TE ESGOTO 100X100MM FORTLEV_KRONA,,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TE ESGOTO 100X100MM TIGRE.png?raw=true,TE ESGOTO 100X100MM TIGRE,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TE SOLDAVEL 20MM FORTLEV/ KRONA.png?raw=true,TE SOLDAVEL 20MM FORTLEV_ KRONA,,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TE SOLDAVEL 20MM TIGRE.png?raw=true,TE SOLDAVEL 20MM TIGRE,,HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TUBO ESGOTO 100MM FORTLEV.png?raw=true,TUBO ESGOTO 100MM FORTLEV,"Muito mais estanqueidade. Os Tubos Esgoto Fortlev SN (Série Normal) são peças que compõem a Linha Esgoto Fortlev cuja a função é coletar e conduzir os despejos provenientes dos aparelhos sanitários a um destino apropriado, visando atender com total segurança e praticidade os vários tipos de demandas nas instalações prediais.",HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TUBO ESGOTO 100MM TIGRE.png?raw=true,TUBO ESGOTO 100MM TIGRE,"A linha esgoto da Tigre é projetada para oferecer alta qualidade e durabilidade, atendendo às necessidades de uma variedade de aplicações industriais, comerciais e residenciais. Os tubos e conexões da linha esgoto são fabricados com materiais resistentes e possuem uma estrutura robusta que permite uma conexão segura e confiável.",HIDRÁULICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TUBO SOLDAVEL 20MM FORTLEV/PLASTUBOS/KRONA.png?raw=true,TUBO SOLDAVEL 20MM FORTLEV_PLASTUBOS_KRONA,,HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/HIDRÁULICA/TUBO SOLDAVEL 20MM TIGRE.png?raw=true,TUBO SOLDAVEL 20MM TIGRE,"Fácil de instalar, leve e resistente. O Tubo Soldável Tigre é fabricado em PVC Rígido para transportar a água fria com qualidade e segurança nas obras residências, comerciais e industriais. É indicado para todos os tipos de instalações de água fria.",HIDRÁULICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/ACABAMENTO P CS 40 PARA REGISTRO1416/1509 1/2''-3/4'' ICO.png?raw=true,ACABAMENTO P CS 40 PARA REGISTRO1416_1509 1_2''-3_4'' ICO,,METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/BARRA APOIO 50CM 16050 AÇO INOX COBRA.png?raw=true,BARRA APOIO 50CM 16050 AÇO INOX COBRA,"A Barra de Apoio Inox 50cm da Cobra Metais é um acessório essencial para a segurança em banheiros e áreas molhadas. Fabricada em aço inoxidável de alta qualidade, essa barra proporciona apoio e estabilidade para pessoas com mobilidade reduzida, idosos e qualquer pessoa que precise de suporte adicional ao entrar, sair do banho ou utilizar o vaso sanitário. Com 50cm de comprimento, a barra é fácil de instalar e pode ser fixada de forma segura na parede. O aço inoxidável confere resistência à corrosão, tornando-a adequada para ambientes úmidos.",METAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/BARRA APOIO 60CM 16060 AÇO INOX COBRA.png?raw=true,BARRA APOIO 60CM 16060 AÇO INOX COBRA,"A Barra de Apoio Inox 60cm da Cobra Metais é um acessório essencial para a segurança em banheiros e áreas molhadas. Fabricada em aço inoxidável de alta qualidade, essa barra proporciona apoio e estabilidade para pessoas com mobilidade reduzida, idosos e qualquer pessoa que precise de suporte adicional ao entrar, sair do banho ou utilizar o vaso sanitário. Com 60cm de comprimento, a barra é fácil de instalar e pode ser fixada de forma segura na parede. O aço inoxidável confere resistência à corrosão, tornando-a adequada para ambientes úmidos.",METAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/GRELHA QUADRADA 150MM CROMADA ABRE/FECHA COBRA.png?raw=true,GRELHA QUADRADA 150MM CROMADA ABRE_FECHA COBRA,"A Grelha Abre E Fecha Quadrada 150mm serve para uso em áreas de serviços, banheiros e terraços.",METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/GRELHA QUADRADA 16310 10X10CM INOX COBRA.png?raw=true,GRELHA QUADRADA 16310 10X10CM INOX COBRA,,METAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/KIT ACESSÓRIOS 5 PEÇAS 2000 C30 LORENZETTI.png?raw=true,KIT ACESSÓRIOS 5 PEÇAS 2000 C30 LORENZETTI,"Kit com 5 peças para completar seu banheiro.

O que vem na Caixa?
1 saboneteira 2009 C30
1 papeleira 2020 C30
1 toalheiro argola 2050 C30
1 toalheiro barra 2040 C30
1 cabide 2060 C30
1 manual de instalação",METAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/KIT ACESSÓRIOS 5 PEÇAS STANDER 10600 COBRA.png?raw=true,KIT ACESSÓRIOS 5 PEÇAS STANDER 10600 COBRA,"O Kit de Acessórios Stander 5 Peças da Cobra Metais é a solução completa para dar um toque de elegância e funcionalidade ao seu banheiro. Este conjunto inclui cinco peças essenciais: porta-toalhas, porta-papel higiênico, puxador, cabide e saboneteira, todos projetados para combinar em termos de design e funcionalidade. Cada peça é fabricada com alta qualidade e atenção aos detalhes, proporcionando durabilidade e resistência.",METAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/REGISTRO GAVETA 1509 CS 40 3/4'' CR COM CANOPLA ZINC ICO.png?raw=true,REGISTRO GAVETA 1509 CS 40 3_4'' CR COM CANOPLA ZINC ICO,,METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/REGISTRO PRESSÃO 2416 CSS 1/2'' MVS SQUARE COM CANOPLA ICO.png?raw=true,REGISTRO PRESSÃO 2416 CSS 1_2'' MVS SQUARE COM CANOPLA ICO,,METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/TORNEIRA COZINHA/LAVATÓRIO F95 G CSS FIXA ALTA CH SQUARE AREJADO ICO.png?raw=true,TORNEIRA COZINHA_LAVATÓRIO F95 G CSS FIXA ALTA CH SQUARE AREJADO ICO,Uma torneira para uso geral com a qualidade e durabilidade. Seu design e funcionalidade garantem conforto e charme para sua residência,METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/TORNEIRA DE COZINHA 1167 C33 BICA MÓVEL ME TRIO LORENZETTI.png?raw=true,TORNEIRA DE COZINHA 1167 C33 BICA MÓVEL ME TRIO LORENZETTI,"Manopla com design exclusivo que une formas retas e curvas, tendência do segmento. Com mecanismo de vedação cerâmico ¼ de volta, que proporciona conforto no manuseio, economia de água e maior vida útil do produto. Bica móvel e arejador articulado.",METAIS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/TORNEIRA DE COZINHA 2277 CS ALV 1/4V ART. BICA MÓVEL ENT.HOR ICO.png?raw=true,TORNEIRA DE COZINHA 2277 CS ALV 1_4V ART. BICA MÓVEL ENT.HOR ICO,,METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/TORNEIRA DE COZINHA BANCADA 4198 C-65 1/4V BICA MÓVEL COBRA.png?raw=true,TORNEIRA DE COZINHA BANCADA 4198 C-65 1_4V BICA MÓVEL COBRA,,METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/METAIS/TORNEIRA LAVATÓRIO 1190 CS 1/4V BICA MÓVEL ICO.png?raw=true,TORNEIRA LAVATÓRIO 1190 CS 1_4V BICA MÓVEL ICO,"Torneira para lavatório 1190 CS ALV, cromada, entrada vertical, bica móvel, volante tipo alavanca em latão, arejador que proporciona um jato uniforme (evitando respingos), acionamento de volta com mecanismo cerâmico e tubo inox.",METAIS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PISO CERAL A 43X43 ESMERALTO ISABELA 2.43m² CAIXA.png?raw=true,PISO CERAL A 43X43 ESMERALTO ISABELA 2.43m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PISO CERAL A HD 61X61 AROEIRA PLUS 2.65m² CAIXA.png?raw=true,PISO CERAL A HD 61X61 AROEIRA PLUS 2.65m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PISO CERAL A HD REVESTIMENTO 32X57 DUNA WHITE 2.22m² CAIXA.png?raw=true,PISO CERAL A HD REVESTIMENTO 32X57 DUNA WHITE 2.22m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PISO CERAL A RETIFICADO 82X82 ALEGRO 2.69m² CAIXA.png?raw=true,PISO CERAL A RETIFICADO 82X82 ALEGRO 2.69m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PISO CERAL UNIQUE POLIDO RETIFICADO 81X81 BLEU 2.62m² CAIXA.png?raw=true,PISO CERAL UNIQUE POLIDO RETIFICADO 81X81 BLEU 2.62m² CAIXA,,PISOS E REVESTIMENTOS,True
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PORCELANATO LEF 71X71 POLIDO RETIFICADO METROPOLE BEIGE 1,51m² CAIXA.png?raw=true","PORCELANATO LEF 71X71 POLIDO RETIFICADO METROPOLE BEIGE 1,51m² CAIXA",,PISOS E REVESTIMENTOS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PORCELANATO LEF 72X72 ACETINADO RETIFICADO BRANCO REAL 3D 1.55m² CAIXA.png?raw=true,PORCELANATO LEF 72X72 ACETINADO RETIFICADO BRANCO REAL 3D 1.55m² CAIXA,,PISOS E REVESTIMENTOS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PORCELANATO LEF 72X72 ACETINADO RETIFICADO CALACATA GOLD DECO 1.55m² CAIXA.png?raw=true,PORCELANATO LEF 72X72 ACETINADO RETIFICADO CALACATA GOLD DECO 1.55m² CAIXA,,PISOS E REVESTIMENTOS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PORCELANATO ROCHAFORTE HD RETIFICADO 60X60 POLIDO VILLARICA 1.80m² CAIXA.png?raw=true,PORCELANATO ROCHAFORTE HD RETIFICADO 60X60 POLIDO VILLARICA 1.80m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PORCELANATO ROCHAFORTE RETIFICADO 60X60 POLIDO COTTON 1.80m² CAIXA.png?raw=true,PORCELANATO ROCHAFORTE RETIFICADO 60X60 POLIDO COTTON 1.80m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PISOS E REVESTIMENTOS/PORCELANATO TECNOGRES RETIFICADO 58X58 CIMENTO BRANCO 2.03m² CAIXA.png?raw=true,PORCELANATO TECNOGRES RETIFICADO 58X58 CIMENTO BRANCO 2.03m² CAIXA,,PISOS E REVESTIMENTOS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/BASCULANTE 40X40 VIDRO LISO ALUMÍNIO MUGITEC.png?raw=true,BASCULANTE 40X40 VIDRO LISO ALUMÍNIO MUGITEC,,PORTAS E JANELAS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/BASCULANTE VITRO MAXIM-AR TRADICIONAL 50X50 BRANCA QUADRICULADO HAIALA.png?raw=true,BASCULANTE VITRO MAXIM-AR TRADICIONAL 50X50 BRANCA QUADRICULADO HAIALA,,PORTAS E JANELAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/JANELA 2 FOLHAS S/G 100X120 VIDRO LISO ALUMÍNIO MUGITEC.png?raw=true,JANELA 2 FOLHAS S_G 100X120 VIDRO LISO ALUMÍNIO MUGITEC,,PORTAS E JANELAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/JANELA DE CORRER 120X100 TRADICIONAL QUADRICULADA RQ12 HAIALA.png?raw=true,JANELA DE CORRER 120X100 TRADICIONAL QUADRICULADA RQ12 HAIALA,,PORTAS E JANELAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/JANELA DE CORRER 2F 120X100 BRANCA TRADICIONAL QUADRICULADA REQ12 HAIALA.png?raw=true,JANELA DE CORRER 2F 120X100 BRANCA TRADICIONAL QUADRICULADA REQ12 HAIALA,,PORTAS E JANELAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/JANELA VENEZIANA 120X100 BRANCA TRADICIONAL QUADRICULADA REQ12 HAIALA.png?raw=true,JANELA VENEZIANA 120X100 BRANCA TRADICIONAL QUADRICULADA REQ12 HAIALA,,PORTAS E JANELAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/PORTAS E JANELAS/JANELA VENEZIANA 2 FOLHAS SB COM GRADE 120X100 ALUMINIO MUGITEC.png?raw=true,JANELA VENEZIANA 2 FOLHAS SB COM GRADE 120X100 ALUMINIO MUGITEC,,PORTAS E JANELAS,True
